name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000090118,63858.9596888509,7.5191422160011605,0.12026379402210301,62.522077214853404,0.0,0.0
ENSMUSG00000098082,6190.357310800699,7.521090625808459,0.19256589977092398,39.057229939234,0.0,0.0
ENSMUSG00000114165,131355.194747495,5.61242100423786,0.14282171148313,39.296693380549605,0.0,0.0
ENSMUSG00000109565,20244.2047060427,6.37419229098159,0.149650493210641,42.5938608970008,0.0,0.0
ENSMUSG00000095344,120973.346774256,7.70799747922642,0.117787513111661,65.4398524563407,0.0,0.0
ENSMUSG00000020801,39821.1254665746,5.4756853851787195,0.11557843421538999,47.376358940581596,0.0,0.0
ENSMUSG00000107813,15187.2966055528,5.06482370482577,0.135228906427339,37.453706005876704,5.227682907941396e-307,1.2780937898072691e-303
ENSMUSG00000087040,9718.24014979494,5.102341440626519,0.14234955837318802,35.843746190276796,2.3015972904364186e-281,4.923692003566117e-278
ENSMUSG00000081128,12206.3612619512,4.42953148864838,0.124450706308645,35.5926584913298,1.8197205702064593e-277,3.460299759834808e-274
ENSMUSG00000087088,31201.6122497606,4.00162691590206,0.11416440665492,35.051440577251,3.707012872169838e-269,6.344181829431457e-266
ENSMUSG00000040167,127265.224104794,3.83035639127096,0.111548651076866,34.3379893373301,2.1282672624371087e-258,3.3111969026680586e-255
ENSMUSG00000082544,6125.680803623321,-6.02139981399716,0.17654227887542398,-34.1074095811697,5.727853017518707e-255,8.168873045151264e-252
ENSMUSG00000103830,8673.63150015219,4.7476097729132,0.14034386893629902,33.8284088139833,7.540380537152586e-251,9.926620962525334e-248
ENSMUSG00000020477,21308.5634591536,4.71973033144542,0.143282901989409,32.9399409553715,5.8943853642018866e-238,7.205465080210796e-235
ENSMUSG00000062867,22552.0086291663,3.8838160939852404,0.118073496524313,32.8932081145365,2.7486704929527386e-237,3.1360497877595485e-234
ENSMUSG00000084216,6637.76455621323,4.75594151146239,0.145751089135076,32.630572709167105,1.511663953332469e-233,1.6169135560832392e-230
ENSMUSG00000086935,5675.8280022867,5.1154303969398605,0.158464893129421,32.2811589110909,1.2860280659114392e-228,1.2946520188240194e-225
ENSMUSG00000109154,11074.283290886498,5.56186489619625,0.172326504738825,32.275156422546395,1.561260218390189e-228,1.4844115209738793e-225
ENSMUSG00000038080,106843.654254707,3.89663061943452,0.120864364176427,32.2396981607132,4.9056262251143775e-228,4.4186782745582886e-225
ENSMUSG00000039747,53189.5015849489,4.57073709516407,0.14489295950725198,31.5456120898358,2.0595777198268491e-218,1.7623806548558294e-215
