name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000081861,1931.61914523219,4.76347771239222,0.18332097708612502,25.984356990167605,7.441058254160317e-149,9.05874431861478e-145
ENSMUSG00000084782,5183.37589323229,-1.3015034171736202,0.10356677333591802,-12.5668047313998,3.2145511297451e-36,1.95669727267584e-32
ENSMUSG00000110035,5621.148790976489,-1.28020585258375,0.11265425154499101,-11.3640260800319,6.31650032475124e-30,2.5632358317840497e-26
ENSMUSG00000063632,1471.57647135664,1.66160391789038,0.151463763219478,10.9703065774395,5.309207044246629e-28,1.6158571639164599e-24
ENSMUSG00000005615,2210.39731693047,-1.34545517442771,0.130012936650127,-10.348625368323301,4.24537321826302e-25,1.03366347118268e-21
ENSMUSG00000115167,2464.10508997443,-1.32002913412494,0.1289839107523,-10.234060406649599,1.39543094499345e-24,2.8313293873916996e-21
ENSMUSG00000031386,10018.041439880699,0.920902790286037,0.0943622953427934,9.75922413651172,1.6843886872443e-22,2.92939255407316e-19
ENSMUSG00000028141,6921.52687991115,1.02224926774017,0.10537203448117402,9.701333686622641,2.9758298549077496e-22,4.52846908170587e-19
ENSMUSG00000111008,2294.3729886495003,1.23700952476433,0.127731752728036,9.68443240106584,3.51153590944487e-22,4.7499375735091e-19
ENSMUSG00000070392,1689.61134338755,-1.47865985039368,0.15403321011593898,-9.59961718177992,8.024189276066141e-22,9.76864802468292e-19
ENSMUSG00000114738,2646.62777638411,-1.33761025433943,0.14111850303816,-9.47863126054933,2.57640232256033e-21,2.8513747158954e-18
ENSMUSG00000065555,908.265327265701,-1.8323312614523,0.19551403149610103,-9.37186578083959,7.126149984622879e-21,7.22947915939992e-18
ENSMUSG00000065208,7586.630427799971,-0.952052556127303,0.10324309180885802,-9.221464985666199,2.9306837085340694e-20,2.4152612393706798e-17
ENSMUSG00000030770,1296.02219339011,-1.51088547082285,0.163706372349021,-9.229240432997061,2.7255776807443196e-20,2.4152612393706798e-17
ENSMUSG00000062031,1723.5090708947303,-1.30813795470142,0.141883204517593,-9.219822452905001,2.97592562761296e-20,2.4152612393706798e-17
ENSMUSG00000022831,65645.1551532095,-0.686088793699087,0.0746288163439568,-9.193349530521461,3.8079524763669396e-20,2.8973758404556996e-17
ENSMUSG00000027472,1855.3095924808604,-1.28508380332335,0.141212882567811,-9.10032979962894,9.005794015485381e-20,6.449208020265831e-17
ENSMUSG00000084478,1149.88707718138,-1.5109318126568703,0.16660990673553902,-9.068679301616699,1.20468296604667e-19,8.147672460362328e-17
ENSMUSG00000033837,7014.81471653408,-0.823869205856084,0.0936744275206121,-8.795027924508,1.43012410215622e-18,9.16333201034198e-16
ENSMUSG00000107883,1112.7292578975998,-1.6667410622718897,0.195681434434463,-8.517624919752459,1.62858648235738e-17,9.91320591810936e-15
ENSMUSG00000082392,2651.88110188347,1.14795599601203,0.136116179215349,8.43364839234763,3.3505236398656704e-17,1.94234641865356e-14
ENSMUSG00000024395,1798.0312549692499,-1.31554513402806,0.157761878670377,-8.338802409780639,7.50466919497086e-17,4.15281103543524e-14
ENSMUSG00000040952,2508.8461164400196,-1.21531933303698,0.146389204084194,-8.30197377354419,1.0239581418203002e-16,5.41985496457408e-14
ENSMUSG00000033565,2482.8211027976604,1.02386631372807,0.124113520116069,8.249434169384331,1.59146246895517e-16,8.072693373775109e-14
ENSMUSG00000025237,557.158956148186,-2.1160228968383703,0.257122516148367,-8.22962892762514,1.8779427389402101e-16,9.14482996154324e-14
ENSMUSG00000036109,1200.60571363284,-1.3365703037683,0.166275221630534,-8.03830114109355,9.10925409505205e-16,4.2652330520447604e-13
ENSMUSG00000108308,1118.2818116901199,-1.3879698568520702,0.17445129675836998,-7.95620257712689,1.7739985868757397e-15,7.998762517268629e-13
ENSMUSG00000090099,1265.2891230692599,-1.2699168817863502,0.16029469267086902,-7.92238882415061,2.3299038439672603e-15,1.01300890701634e-12
