name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000086718,2924.72283175635,4.773514430422231,0.14149908247055598,33.735303064000604,1.7561761036654494e-249,2.6161755416304284e-245
ENSMUSG00000041219,9942.3407718812,3.6571675237741,0.110104162473002,33.2155246598496,6.425922560880997e-242,4.7863484194722076e-238
ENSMUSG00000097101,5300.3040014701,4.06571147824014,0.122902704779551,33.080732320193896,5.625685566349346e-240,2.7935279293968686e-236
ENSMUSG00000118367,7373.125934267759,3.2716535707629704,0.102229910448544,32.0028997033085,9.936942054664786e-225,3.7007656447085275e-221
ENSMUSG00000111375,15231.603864378701,2.94263961294466,0.0939962977618666,31.305909732739,3.8774855864840185e-215,1.1552580556370493e-211
ENSMUSG00000021257,4759.79294683434,3.4925402102126197,0.11558850642012701,30.215289723688997,1.4917057651262995e-200,3.7036567971810885e-197
ENSMUSG00000080186,5253.34396274692,3.23809691816234,0.10982376710327,29.484482308073503,4.552159813475298e-191,9.687646391620226e-188
ENSMUSG00000003934,3777.4979253275606,4.00573319438786,0.13895043805753798,28.828503532526604,9.425402589902945e-183,1.7551277797722993e-179
ENSMUSG00000042388,5713.57545411676,2.98857013724542,0.10660983694468198,28.0327803033423,6.477929329032928e-173,1.0722412579400396e-169
ENSMUSG00000097156,9457.67967576423,2.96554238351327,0.10632424274416301,27.8914978087261,3.3832314042907185e-171,5.039999822971878e-168
ENSMUSG00000052632,37856.3420186467,2.41972308866669,0.0870224227031768,27.805742629346,3.6968498462917584e-170,5.006542923655298e-167
ENSMUSG00000037685,51346.470124461295,2.31570174144726,0.0858085946538539,26.986827494246302,2.1099772134816892e-160,2.619360879103059e-157
ENSMUSG00000107989,9196.562396176021,2.64077828416789,0.0979146535220474,26.970205063058,3.306003747263639e-160,3.788425986383569e-157
ENSMUSG00000099757,4883.23603326353,3.47502167207878,0.128954263384473,26.9477067362878,6.068453477087838e-160,6.457267960584118e-157
ENSMUSG00000067719,28493.4973480888,2.5902197091818,0.096139065044523,26.9424266606113,6.997627782760497e-160,6.949577405318877e-157
